"Airline","Date_of_Journey","Source","Destination","Dep_Time","Duration","Total_Stops","Price"
"Multiple carriers","2019-09-06","Delhi","Cochin","16:00:00",570,"1 stop",13587
"Jet Airways","2019-09-06","Kolkata","Banglore","14:05:00",875,"1 stop",14178
"Air India","2019-09-06","Delhi","Cochin","14:10:00",180,"non-stop",6094
"IndiGo","2019-09-06","Kolkata","Banglore","08:10:00",290,"1 stop",5069
"Jet Airways","2019-09-06","Kolkata","Banglore","18:55:00",1025,"1 stop",14571
"Air India","2019-09-06","Delhi","Cochin","07:05:00",1580,"2 stops",11185
"Vistara","2019-09-06","Kolkata","Banglore","20:20:00",1440,"1 stop",8085
"Air India","2019-09-06","Delhi","Cochin","17:15:00",1560,"2 stops",12392
"IndiGo","2019-09-06","Delhi","Cochin","05:10:00",295,"1 stop",6496
"Air India","2019-09-06","Delhi","Cochin","05:55:00",1545,"2 stops",10493
"Jet Airways","2019-09-06","Kolkata","Banglore","21:10:00",1415,"1 stop",10844
"SpiceJet","2019-09-06","Chennai","Kolkata","17:45:00",140,"non-stop",3597
"SpiceJet","2019-09-06","Chennai","Kolkata","09:45:00",135,"non-stop",3597
"Air India","2019-09-06","Delhi","Cochin","21:00:00",640,"1 stop",8372
"Jet Airways","2019-09-06","Delhi","Cochin","18:15:00",1485,"1 stop",10577
"Jet Airways","2019-09-06","Delhi","Cochin","09:40:00",1615,"2 stops",13014
"Multiple carriers","2019-09-06","Delhi","Cochin","10:00:00",660,"1 stop",7408
"Jet Airways","2019-09-06","Delhi","Cochin","22:50:00",335,"1 stop",14714
"Jet Airways","2019-09-06","Kolkata","Banglore","20:00:00",1485,"1 stop",10844
"Vistara","2019-09-06","Banglore","Delhi","17:00:00",155,"non-stop",4878
"SpiceJet","2019-09-06","Kolkata","Banglore","11:15:00",435,"1 stop",9946
"IndiGo","2019-09-06","Banglore","Delhi","18:55:00",175,"non-stop",4823
"IndiGo","2019-09-06","Kolkata","Banglore","19:35:00",220,"1 stop",5276
"Jet Airways","2019-09-06","Mumbai","Hyderabad","02:55:00",85,"non-stop",5678
"Jet Airways","2019-09-06","Delhi","Cochin","21:35:00",900,"2 stops",13882
"IndiGo","2019-09-06","Kolkata","Banglore","15:15:00",315,"1 stop",5380
"Jet Airways","2019-09-06","Kolkata","Banglore","17:00:00",395,"1 stop",14676
"Jet Airways","2019-09-06","Delhi","Cochin","22:50:00",825,"1 stop",10262
"Jet Airways","2019-09-06","Kolkata","Banglore","21:10:00",890,"1 stop",10844
"Jet Airways","2019-09-06","Kolkata","Banglore","21:10:00",1265,"1 stop",10844
"Air India","2019-09-06","Delhi","Cochin","05:55:00",2240,"2 stops",10493
"Jet Airways","2019-09-06","Kolkata","Banglore","17:00:00",1745,"1 stop",10539
"Jet Airways","2019-09-06","Kolkata","Banglore","21:10:00",730,"1 stop",11841
"Jet Airways","2019-09-06","Kolkata","Banglore","17:00:00",1500,"1 stop",14151
"Multiple carriers","2019-09-06","Delhi","Cochin","07:00:00",720,"1 stop",12192
"Multiple carriers","2019-09-06","Delhi","Cochin","14:00:00",690,"1 stop",13377
"Jet Airways","2019-09-06","Kolkata","Banglore","20:25:00",800,"1 stop",13469
"Vistara","2019-09-06","Kolkata","Banglore","17:00:00",1550,"1 stop",9135
"Air India","2019-09-06","Delhi","Cochin","18:45:00",1470,"2 stops",12257
"Jet Airways","2019-09-06","Kolkata","Banglore","18:55:00",1285,"1 stop",14571
"Jet Airways","2019-09-06","Kolkata","Banglore","16:30:00",730,"1 stop",13731
"Jet Airways","2019-09-06","Kolkata","Banglore","20:00:00",520,"1 stop",9663
"Air Asia","2019-09-06","Kolkata","Banglore","07:35:00",710,"1 stop",7870
"Jet Airways","2019-09-06","Kolkata","Banglore","17:00:00",1745,"1 stop",12692
"Jet Airways","2019-09-06","Kolkata","Banglore","20:00:00",520,"1 stop",14178
"Jet Airways","2019-09-06","Kolkata","Banglore","06:30:00",800,"1 stop",10844
"Jet Airways","2019-09-06","Delhi","Cochin","13:00:00",360,"1 stop",10262
"Air Asia","2019-09-06","Kolkata","Banglore","15:10:00",500,"2 stops",7870
"Jet Airways","2019-09-06","Banglore","Delhi","11:10:00",175,"non-stop",8016
"IndiGo","2019-09-06","Banglore","Delhi","21:15:00",180,"non-stop",3943
"Jet Airways","2019-09-06","Kolkata","Banglore","18:55:00",1285,"1 stop",10844
"Air India","2019-09-06","Kolkata","Banglore","09:50:00",805,"3 stops",14960
"Jet Airways","2019-09-06","Kolkata","Banglore","21:10:00",665,"1 stop",11841
"Air India","2019-09-06","Kolkata","Banglore","09:25:00",1200,"2 stops",13007
"Jet Airways","2019-09-06","Kolkata","Banglore","08:25:00",475,"1 stop",14571
"Air India","2019-09-06","Kolkata","Banglore","09:25:00",1700,"2 stops",11752
"Jet Airways","2019-09-06","Kolkata","Banglore","20:00:00",960,"1 stop",14571
"Air India","2019-09-06","Delhi","Cochin","20:00:00",1395,"1 stop",8372
"SpiceJet","2019-09-06","Delhi","Cochin","17:55:00",295,"1 stop",5409
"Jet Airways","2019-09-06","Kolkata","Banglore","20:25:00",800,"1 stop",14151
"Air India","2019-09-06","Kolkata","Banglore","12:00:00",1830,"2 stops",10151
"Air India","2019-09-06","Delhi","Cochin","12:55:00",1820,"2 stops",12436
"SpiceJet","2019-09-06","Kolkata","Banglore","15:55:00",330,"1 stop",9158
"Jet Airways","2019-09-06","Kolkata","Banglore","20:00:00",800,"1 stop",11841
"Jet Airways","2019-09-06","Kolkata","Banglore","06:30:00",590,"1 stop",14571
"IndiGo","2019-09-06","Delhi","Cochin","08:30:00",750,"1 stop",6838
"Jet Airways","2019-09-06","Delhi","Cochin","09:00:00",600,"1 stop",14714
"Multiple carriers","2019-09-06","Delhi","Cochin","10:20:00",520,"1 stop",11789
"Air India","2019-09-06","Kolkata","Banglore","16:50:00",1255,"2 stops",11752
"Air India","2019-09-06","Kolkata","Banglore","14:15:00",150,"non-stop",6245
"Multiple carriers","2019-09-06","Delhi","Cochin","09:45:00",765,"1 stop",9646
"Jet Airways","2019-09-06","Delhi","Cochin","21:50:00",395,"1 stop",14714
"Air India","2019-09-06","Delhi","Cochin","05:00:00",1600,"2 stops",10756
"Jet Airways","2019-09-06","Kolkata","Banglore","06:30:00",1330,"1 stop",9663
"Jet Airways","2019-09-06","Delhi","Cochin","06:45:00",1300,"2 stops",13376
"GoAir","2019-09-06","Kolkata","Banglore","06:40:00",475,"1 stop",3673
"Jet Airways","2019-09-06","Delhi","Cochin","18:25:00",1090,"2 stops",14237
"Multiple carriers","2019-09-06","Delhi","Cochin","10:35:00",505,"1 stop",11098
"Jet Airways","2019-09-06","Kolkata","Banglore","08:25:00",1215,"1 stop",13731
"Jet Airways","2019-09-06","Delhi","Cochin","05:30:00",1375,"2 stops",13014
"Jet Airways","2019-09-06","Kolkata","Banglore","08:25:00",475,"1 stop",10844
"Jet Airways","2019-09-06","Delhi","Cochin","09:40:00",560,"2 stops",13014
"Jet Airways","2019-09-06","Kolkata","Banglore","17:00:00",1685,"1 stop",10539
"IndiGo","2019-09-06","Delhi","Cochin","14:20:00",490,"1 stop",6938
"Jet Airways","2019-09-06","Delhi","Cochin","09:40:00",560,"2 stops",10368
"Multiple carriers","2019-09-06","Delhi","Cochin","09:00:00",600,"1 stop",12192
"Vistara","2019-09-06","Kolkata","Banglore","07:10:00",700,"1 stop",9555
"Jet Airways","2019-09-06","Delhi","Cochin","19:15:00",1425,"1 stop",10577
"Multiple carriers","2019-09-06","Delhi","Cochin","07:05:00",835,"1 stop",13587
"Multiple carriers","2019-09-06","Delhi","Cochin","13:00:00",480,"1 stop",7408
"SpiceJet","2019-09-06","Delhi","Cochin","15:45:00",380,"1 stop",6297
"Air Asia","2019-09-06","Kolkata","Banglore","06:50:00",220,"1 stop",6857
"Jet Airways","2019-09-06","Kolkata","Banglore","20:00:00",1220,"1 stop",14571
"GoAir","2019-09-06","Delhi","Cochin","07:00:00",355,"1 stop",5897
"Jet Airways","2019-09-06","Kolkata","Banglore","21:10:00",775,"1 stop",14939
"IndiGo","2019-09-06","Delhi","Cochin","10:35:00",625,"1 stop",6314
"GoAir","2019-09-06","Banglore","Delhi","20:55:00",165,"non-stop",3898
"IndiGo","2019-09-06","Delhi","Cochin","07:35:00",895,"1 stop",6442
"Jet Airways","2019-09-06","Delhi","Cochin","09:00:00",600,"1 stop",10262
"Jet Airways","2019-09-06","Delhi","Cochin","19:45:00",520,"1 stop",10577
"IndiGo","2019-09-06","Kolkata","Banglore","21:00:00",315,"1 stop",6911
"Air India","2019-09-06","Kolkata","Banglore","10:00:00",625,"1 stop",10413
"Jet Airways","2019-09-06","Kolkata","Banglore","10:20:00",435,"1 stop",5608
"IndiGo","2019-09-06","Kolkata","Banglore","22:15:00",155,"non-stop",5224
"Multiple carriers","2019-09-06","Delhi","Cochin","12:50:00",490,"1 stop",7005
"Multiple carriers","2019-09-06","Delhi","Cochin","09:15:00",585,"1 stop",11622
"Air India","2019-09-06","Kolkata","Banglore","07:00:00",1100,"2 stops",13033
"IndiGo","2019-09-06","Delhi","Cochin","07:35:00",515,"1 stop",6442
"Air India","2019-09-06","Banglore","Delhi","10:00:00",165,"non-stop",6961
"Jet Airways","2019-09-06","Delhi","Cochin","19:30:00",1025,"2 stops",13014
"Jet Airways","2019-09-06","Delhi","Cochin","02:15:00",620,"1 stop",18371
"Jet Airways","2019-09-06","Delhi","Cochin","19:15:00",1040,"1 stop",10577
"Jet Airways","2019-09-06","Delhi","Cochin","08:00:00",660,"1 stop",10262
"Jet Airways","2019-09-06","Kolkata","Banglore","20:25:00",1295,"1 stop",13401
"Air Asia","2019-09-06","Kolkata","Banglore","22:40:00",720,"1 stop",11323
"Air India","2019-09-06","Kolkata","Banglore","12:00:00",1515,"1 stop",7662
"IndiGo","2019-09-06","Delhi","Cochin","14:20:00",195,"non-stop",5601
"Jet Airways","2019-09-06","Kolkata","Banglore","09:35:00",575,"1 stop",13994
"Air India","2019-09-06","Kolkata","Banglore","17:30:00",1615,"1 stop",10413
"SpiceJet","2019-09-06","Kolkata","Banglore","09:00:00",145,"non-stop",3841
"Jet Airways","2019-09-06","Mumbai","Hyderabad","19:35:00",90,"non-stop",5678
"Multiple carriers","2019-09-06","Delhi","Cochin","09:00:00",720,"1 stop",7408
"Air India","2019-09-06","Kolkata","Banglore","09:50:00",675,"1 stop",7662
"Air India","2019-09-06","Delhi","Cochin","17:15:00",865,"2 stops",12199
"Jet Airways","2019-09-06","Kolkata","Banglore","17:00:00",1285,"1 stop",14151
"Air India","2019-09-06","Delhi","Cochin","05:15:00",1535,"1 stop",6587
"Jet Airways","2019-09-06","Delhi","Cochin","09:00:00",1165,"1 stop",10262
"Jet Airways","2019-09-06","Delhi","Cochin","15:00:00",1680,"1 stop",10262
"IndiGo","2019-09-06","Mumbai","Hyderabad","19:05:00",90,"non-stop",2754
"Jet Airways","2019-09-06","Kolkata","Banglore","20:00:00",1220,"1 stop",10844
"Jet Airways","2019-09-06","Kolkata","Banglore","09:35:00",690,"1 stop",14676
"Jet Airways","2019-09-06","Delhi","Cochin","17:30:00",1530,"1 stop",10262
"IndiGo","2019-09-06","Delhi","Cochin","09:15:00",705,"1 stop",6838
"Jet Airways","2019-09-06","Kolkata","Banglore","09:35:00",1520,"1 stop",14151
"IndiGo","2019-09-06","Delhi","Cochin","16:00:00",570,"1 stop",6316
"GoAir","2019-09-06","Delhi","Cochin","10:35:00",540,"1 stop",5281
"Jet Airways","2019-09-06","Delhi","Cochin","14:35:00",830,"2 stops",13376
"Air India","2019-09-06","Delhi","Cochin","05:00:00",2295,"2 stops",9968
"Vistara","2019-09-06","Kolkata","Banglore","17:00:00",1640,"1 stop",8610
"Multiple carriers","2019-09-06","Delhi","Cochin","12:50:00",760,"1 stop",6795
"Jet Airways","2019-09-06","Kolkata","Banglore","18:55:00",1025,"1 stop",10844
"IndiGo","2019-09-06","Mumbai","Hyderabad","09:10:00",90,"non-stop",4049
"Jet Airways","2019-09-06","Kolkata","Banglore","14:05:00",570,"1 stop",14571
"IndiGo","2019-09-06","Delhi","Cochin","15:10:00",290,"1 stop",7060
"Jet Airways","2019-09-06","Kolkata","Banglore","21:10:00",775,"1 stop",11841
"Multiple carriers","2019-09-06","Delhi","Cochin","17:50:00",460,"2 stops",18485
"Jet Airways","2019-09-06","Kolkata","Banglore","20:25:00",1480,"1 stop",10539
"Air India","2019-09-06","Kolkata","Banglore","14:35:00",1440,"1 stop",6528
"Jet Airways","2019-09-06","Kolkata","Banglore","21:10:00",1525,"1 stop",10844
"Jet Airways","2019-09-06","Delhi","Cochin","18:15:00",1100,"1 stop",10577
"Vistara","2019-09-06","Kolkata","Banglore","20:20:00",1625,"1 stop",8085
"Jet Airways","2019-09-06","Kolkata","Banglore","21:10:00",450,"1 stop",13731
"Multiple carriers","2019-09-06","Delhi","Cochin","13:00:00",480,"1 stop",13587
"Jet Airways","2019-09-06","Kolkata","Banglore","20:00:00",735,"1 stop",14939
"IndiGo","2019-09-06","Chennai","Kolkata","05:15:00",145,"non-stop",3540
"Jet Airways","2019-09-06","Kolkata","Banglore","20:25:00",1540,"1 stop",10539
"Multiple carriers","2019-09-06","Delhi","Cochin","09:45:00",385,"1 stop",9646
"Air India","2019-09-06","Kolkata","Banglore","09:25:00",545,"1 stop",8576
"Jet Airways","2019-09-06","Mumbai","Hyderabad","10:20:00",90,"non-stop",5678
"Multiple carriers","2019-09-06","Delhi","Cochin","11:40:00",440,"1 stop",11789
"Jet Airways","2019-09-06","Delhi","Cochin","20:55:00",450,"1 stop",10577
"Jet Airways","2019-09-06","Delhi","Cochin","21:25:00",1295,"2 stops",13292
"Jet Airways","2019-09-06","Banglore","Delhi","06:00:00",165,"non-stop",8016
"Jet Airways","2019-09-06","Kolkata","Banglore","20:00:00",960,"1 stop",10844
"Multiple carriers","2019-09-06","Delhi","Cochin","03:50:00",910,"1 stop",12192
"Jet Airways","2019-09-06","Kolkata","Banglore","18:55:00",1400,"1 stop",10844
"Multiple carriers","2019-09-06","Delhi","Cochin","06:40:00",740,"1 stop",10877
"IndiGo","2019-09-06","Kolkata","Banglore","17:35:00",280,"1 stop",5699
"IndiGo","2019-09-06","Delhi","Cochin","15:00:00",630,"1 stop",6316
"Jet Airways","2019-09-06","Delhi","Cochin","06:45:00",1790,"2 stops",13376
"Jet Airways","2019-09-06","Delhi","Cochin","15:00:00",1295,"1 stop",10262
"Air India","2019-09-06","Kolkata","Banglore","05:50:00",1625,"2 stops",12723
"Jet Airways","2019-09-06","Delhi","Cochin","22:50:00",335,"1 stop",10262
"Air India","2019-09-06","Kolkata","Banglore","07:00:00",1345,"2 stops",12744
"Air India","2019-09-06","Delhi","Cochin","20:15:00",1380,"2 stops",13381
"Jet Airways","2019-09-06","Delhi","Cochin","11:30:00",1505,"1 stop",10262
"Multiple carriers","2019-09-06","Delhi","Cochin","10:00:00",540,"1 stop",12192
"Jet Airways","2019-09-06","Delhi","Cochin","06:45:00",1790,"2 stops",13376
"Jet Airways","2019-09-06","Kolkata","Banglore","09:35:00",750,"1 stop",14676
"Jet Airways","2019-09-06","Kolkata","Banglore","14:05:00",400,"1 stop",10844
"SpiceJet","2019-09-06","Kolkata","Banglore","17:10:00",150,"non-stop",4174
"Multiple carriers","2019-09-06","Delhi","Cochin","08:00:00",780,"1 stop",7408
"Jet Airways","2019-09-06","Delhi","Cochin","11:45:00",1490,"2 stops",13882
"Jet Airways","2019-09-06","Delhi","Cochin","09:40:00",1615,"2 stops",13014
"Vistara","2019-09-06","Kolkata","Banglore","07:10:00",1655,"1 stop",9397
"Vistara","2019-09-06","Banglore","Delhi","19:30:00",165,"non-stop",4878
"Air India","2019-09-06","Kolkata","Banglore","16:45:00",1700,"1 stop",7662
"Air India","2019-09-06","Delhi","Cochin","09:45:00",1420,"2 stops",11185
"Jet Airways","2019-09-06","Delhi","Cochin","13:00:00",360,"1 stop",14714
"Jet Airways","2019-09-06","Mumbai","Hyderabad","07:05:00",85,"non-stop",4050
"Jet Airways","2019-09-06","Delhi","Cochin","06:45:00",1300,"2 stops",13376
"Jet Airways","2019-09-06","Delhi","Cochin","19:45:00",1395,"1 stop",10577
"Jet Airways","2019-09-06","Delhi","Cochin","19:15:00",550,"1 stop",10577
"Jet Airways","2019-09-06","Delhi","Cochin","17:30:00",655,"1 stop",10262
"IndiGo","2019-09-06","Kolkata","Banglore","19:20:00",265,"1 stop",4205
"Multiple carriers","2019-09-06","Delhi","Cochin","09:00:00",720,"1 stop",13587
"Jet Airways","2019-09-06","Delhi","Cochin","20:55:00",1325,"1 stop",14924
"Vistara","2019-09-06","Banglore","Delhi","11:30:00",170,"non-stop",4668
"Jet Airways","2019-09-06","Kolkata","Banglore","17:00:00",1570,"1 stop",10539
"Jet Airways","2019-09-06","Kolkata","Banglore","16:30:00",425,"1 stop",10844
"Multiple carriers","2019-09-06","Delhi","Cochin","08:30:00",630,"1 stop",11622
"Air Asia","2019-09-06","Delhi","Cochin","16:45:00",340,"1 stop",13470
"Air India","2019-09-06","Delhi","Cochin","21:00:00",1335,"1 stop",8372
"Jet Airways","2019-09-06","Delhi","Cochin","07:05:00",330,"1 stop",10262
"IndiGo","2019-09-06","Chennai","Kolkata","14:45:00",140,"non-stop",3597
"SpiceJet","2019-09-06","Banglore","Delhi","21:10:00",175,"non-stop",3971
"Jet Airways","2019-09-06","Delhi","Cochin","10:00:00",1105,"1 stop",10262
"Jet Airways","2019-09-06","Delhi","Cochin","07:05:00",715,"1 stop",14714
"Jet Airways","2019-09-06","Delhi","Cochin","05:30:00",425,"2 stops",14441
"Jet Airways","2019-09-06","Kolkata","Banglore","20:00:00",1595,"1 stop",10844
"Jet Airways","2019-09-06","Delhi","Cochin","11:45:00",1000,"2 stops",13882
"IndiGo","2019-09-06","Delhi","Cochin","04:55:00",965,"1 stop",6093
"Multiple carriers","2019-09-06","Delhi","Cochin","14:55:00",455,"1 stop",6723
"IndiGo","2019-09-06","Delhi","Cochin","17:05:00",310,"1 stop",6493
"IndiGo","2019-09-06","Delhi","Cochin","10:35:00",895,"1 stop",6104
"Jet Airways","2019-09-06","Kolkata","Banglore","09:35:00",1450,"1 stop",14151
"Jet Airways","2019-09-06","Delhi","Cochin","14:35:00",1320,"2 stops",13376
"IndiGo","2019-09-06","Delhi","Cochin","05:35:00",195,"non-stop",5601
"Jet Airways","2019-09-06","Banglore","Delhi","11:10:00",175,"non-stop",7229
"Jet Airways","2019-09-06","Delhi","Cochin","19:30:00",1025,"2 stops",10368
"Jet Airways","2019-09-06","Kolkata","Banglore","14:05:00",345,"1 stop",10844
"Jet Airways","2019-09-06","Delhi","Cochin","19:45:00",1010,"1 stop",10577
"Jet Airways","2019-09-06","Delhi","Cochin","05:30:00",1375,"2 stops",10368
"Air India","2019-09-06","Delhi","Cochin","20:00:00",700,"1 stop",8372
"Air Asia","2019-09-06","Kolkata","Banglore","19:55:00",150,"non-stop",4409
"Jet Airways","2019-09-06","Banglore","Delhi","06:00:00",165,"non-stop",7229
"IndiGo","2019-09-06","Delhi","Cochin","20:25:00",305,"1 stop",5458
"IndiGo","2019-09-06","Kolkata","Banglore","15:30:00",155,"non-stop",5224
"Multiple carriers","2019-09-06","Delhi","Cochin","02:15:00",555,"1 stop",13587
"Air India","2019-09-06","Chennai","Kolkata","11:40:00",135,"non-stop",4667
"Vistara","2019-09-06","Kolkata","Banglore","20:20:00",865,"1 stop",9397
"Jet Airways","2019-09-06","Kolkata","Banglore","18:55:00",1550,"1 stop",10844
"Air India","2019-09-06","Delhi","Cochin","17:40:00",320,"1 stop",7384
"IndiGo","2019-09-06","Mumbai","Hyderabad","02:35:00",90,"non-stop",2754
"GoAir","2019-09-06","Delhi","Cochin","07:30:00",365,"1 stop",6276
"Jet Airways","2019-09-06","Kolkata","Banglore","16:30:00",365,"1 stop",14571
"Air Asia","2019-09-06","Kolkata","Banglore","07:35:00",955,"1 stop",7870
"Jet Airways","2019-09-06","Mumbai","Hyderabad","02:55:00",85,"non-stop",4050
"Jet Airways","2019-09-06","Delhi","Cochin","20:55:00",1325,"1 stop",10577
"Air India","2019-09-06","Delhi","Cochin","14:25:00",1730,"2 stops",13381
"SpiceJet","2019-09-06","Banglore","Delhi","05:55:00",160,"non-stop",3625
"SpiceJet","2019-09-06","Kolkata","Banglore","06:55:00",155,"non-stop",3841
"Jet Airways","2019-09-06","Kolkata","Banglore","14:05:00",570,"1 stop",10844
"Air Asia","2019-09-06","Delhi","Cochin","07:55:00",470,"1 stop",8759
"Air India","2019-09-06","Kolkata","Banglore","05:50:00",1045,"2 stops",12723
"Jet Airways","2019-09-06","Kolkata","Banglore","16:30:00",365,"1 stop",10844
"Jet Airways","2019-09-06","Kolkata","Banglore","21:10:00",450,"1 stop",8586
"Multiple carriers","2019-09-06","Delhi","Cochin","11:40:00",560,"1 stop",7005
"Multiple carriers","2019-09-06","Delhi","Cochin","03:50:00",460,"1 stop",7408
"IndiGo","2019-09-06","Banglore","Delhi","07:10:00",175,"non-stop",4823
"IndiGo","2019-09-06","Kolkata","Banglore","17:15:00",155,"non-stop",4804
"IndiGo","2019-09-06","Delhi","Cochin","06:40:00",860,"1 stop",6093
"Jet Airways","2019-09-06","Delhi","Cochin","13:00:00",925,"1 stop",10262
"Jet Airways","2019-09-06","Kolkata","Banglore","21:10:00",665,"1 stop",14939
"Jet Airways","2019-09-06","Kolkata","Banglore","09:35:00",505,"1 stop",13994
"Air India","2019-09-06","Mumbai","Hyderabad","13:55:00",90,"non-stop",3100
"Jet Airways","2019-09-06","Delhi","Cochin","20:55:00",450,"1 stop",14924
"Jet Airways","2019-09-06","Kolkata","Banglore","21:10:00",1585,"1 stop",10844
"Jet Airways","2019-09-06","Delhi","Cochin","09:25:00",1630,"2 stops",13882
"Jet Airways","2019-09-06","Banglore","Delhi","08:20:00",180,"non-stop",7229
"Jet Airways","2019-09-06","Mumbai","Hyderabad","07:05:00",85,"non-stop",5678
"Jet Airways","2019-09-06","Delhi","Cochin","18:25:00",600,"2 stops",14237
"Jet Airways","2019-09-06","Delhi","Cochin","21:50:00",1270,"1 stop",10262
"Multiple carriers","2019-09-06","Delhi","Cochin","19:00:00",390,"1 stop",7530
"Multiple carriers","2019-09-06","Delhi","Cochin","10:00:00",930,"1 stop",7198
"Jet Airways","2019-09-06","Delhi","Cochin","05:30:00",1375,"2 stops",10368
"Jet Airways","2019-09-06","Delhi","Cochin","09:40:00",1125,"2 stops",10368
"IndiGo","2019-09-06","Delhi","Cochin","02:00:00",325,"1 stop",5636
"GoAir","2019-09-06","Banglore","Delhi","07:45:00",175,"non-stop",3898
"Jet Airways","2019-09-06","Delhi","Cochin","05:30:00",810,"2 stops",13014
"Multiple carriers","2019-09-06","Delhi","Cochin","07:10:00",920,"1 stop",6513
"Air India","2019-09-06","Kolkata","Banglore","20:30:00",1435,"1 stop",10203
"Jet Airways","2019-09-06","Delhi","Cochin","17:30:00",1145,"1 stop",10262
"IndiGo","2019-09-06","Delhi","Cochin","21:05:00",195,"non-stop",6015
"Jet Airways","2019-09-06","Delhi","Cochin","14:05:00",1350,"2 stops",13882
"Air India","2019-09-06","Mumbai","Hyderabad","21:05:00",80,"non-stop",3100
"Jet Airways","2019-09-06","Kolkata","Banglore","14:05:00",510,"1 stop",10844
"Air India","2019-09-06","Delhi","Cochin","17:15:00",1560,"2 stops",12199
"Air India","2019-09-06","Kolkata","Banglore","09:25:00",1350,"1 stop",8366
"IndiGo","2019-09-06","Delhi","Cochin","09:15:00",975,"1 stop",6628
"Multiple carriers","2019-09-06","Delhi","Cochin","19:00:00",390,"1 stop",7408
"Vistara","2019-09-06","Kolkata","Banglore","17:00:00",1065,"1 stop",9922
"SpiceJet","2019-09-06","Kolkata","Banglore","08:35:00",520,"1 stop",6853
"Air India","2019-09-06","Kolkata","Banglore","09:25:00",1210,"2 stops",11642
"Air Asia","2019-09-06","Banglore","Delhi","23:55:00",170,"non-stop",7120
"Jet Airways","2019-09-06","Kolkata","Banglore","09:35:00",750,"1 stop",13994
"Jet Airways","2019-09-06","Banglore","Delhi","15:15:00",175,"non-stop",7229
"IndiGo","2019-09-06","Delhi","Cochin","06:50:00",940,"1 stop",6442
"Air India","2019-09-06","Delhi","Cochin","22:00:00",1275,"2 stops",10651
"IndiGo","2019-09-06","Banglore","Delhi","20:00:00",170,"non-stop",4823
"Jet Airways","2019-09-06","Kolkata","Banglore","17:00:00",1685,"1 stop",12692
"Jet Airways","2019-09-06","Kolkata","Banglore","08:25:00",740,"1 stop",14571
"Vistara","2019-09-06","Kolkata","Banglore","07:10:00",975,"1 stop",9345
"Air India","2019-09-06","Banglore","Delhi","06:10:00",165,"non-stop",6961
"Jet Airways","2019-09-06","Banglore","Delhi","18:55:00",185,"non-stop",7229
"Air India","2019-09-06","Delhi","Cochin","18:05:00",185,"non-stop",8456
"Air India","2019-09-06","Delhi","Cochin","19:45:00",1410,"2 stops",9968
"Jet Airways","2019-09-06","Kolkata","Banglore","21:10:00",890,"1 stop",14571
"Air India","2019-09-06","Delhi","Cochin","09:45:00",1420,"1 stop",7690
"SpiceJet","2019-09-06","Chennai","Kolkata","08:20:00",135,"non-stop",3543
"Air India","2019-09-06","Kolkata","Banglore","07:00:00",805,"1 stop",10413
"SpiceJet","2019-09-06","Chennai","Kolkata","09:45:00",135,"non-stop",3543
"SpiceJet","2019-09-06","Chennai","Kolkata","17:45:00",140,"non-stop",3543
"Jet Airways","2019-09-06","Kolkata","Banglore","06:30:00",705,"1 stop",10844
"Multiple carriers","2019-09-06","Delhi","Cochin","18:15:00",435,"1 stop",13587
"Air India","2019-09-06","Kolkata","Banglore","19:00:00",965,"1 stop",6327
"Jet Airways","2019-09-06","Delhi","Cochin","16:00:00",745,"1 stop",10577
"Jet Airways","2019-09-06","Kolkata","Banglore","14:05:00",345,"1 stop",14571
"SpiceJet","2019-09-06","Banglore","Delhi","21:10:00",175,"non-stop",3919
"Jet Airways","2019-09-06","Kolkata","Banglore","20:25:00",1540,"1 stop",12692
"IndiGo","2019-09-06","Kolkata","Banglore","21:25:00",160,"non-stop",4804
"Jet Airways","2019-09-06","Kolkata","Banglore","16:30:00",425,"1 stop",14571
"Jet Airways","2019-09-06","Kolkata","Banglore","06:30:00",705,"1 stop",14571
"GoAir","2019-09-06","Delhi","Cochin","05:55:00",460,"1 stop",5199
"Jet Airways","2019-09-06","Banglore","Delhi","19:50:00",180,"non-stop",7229
"Jet Airways","2019-09-06","Kolkata","Banglore","08:25:00",590,"1 stop",14571
"Multiple carriers","2019-09-06","Delhi","Cochin","11:35:00",565,"3 stops",15629
"Vistara","2019-09-06","Chennai","Kolkata","17:45:00",140,"non-stop",11982
"Jet Airways","2019-09-06","Delhi","Cochin","16:00:00",1620,"1 stop",10577
"IndiGo","2019-09-06","Chennai","Kolkata","13:15:00",140,"non-stop",3597
"Jet Airways","2019-09-06","Delhi","Cochin","09:40:00",1125,"2 stops",10368
"IndiGo","2019-09-06","Banglore","Delhi","01:30:00",165,"non-stop",4077
"Jet Airways","2019-09-06","Kolkata","Banglore","18:55:00",585,"1 stop",14178
"Jet Airways","2019-09-06","Delhi","Cochin","05:30:00",1375,"2 stops",13014
"Multiple carriers","2019-09-06","Delhi","Cochin","11:35:00",835,"3 stops",15419
"Jet Airways","2019-09-06","Delhi","Cochin","19:30:00",535,"2 stops",13014
"Jet Airways","2019-09-06","Kolkata","Banglore","18:55:00",1495,"1 stop",10844
"Jet Airways","2019-09-06","Banglore","Delhi","08:20:00",180,"non-stop",8016
"Air Asia","2019-09-06","Delhi","Cochin","20:45:00",625,"1 stop",10794
"IndiGo","2019-09-06","Delhi","Cochin","17:30:00",480,"1 stop",6104
